,Unnamed: 0,Q1,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q2_1,Q3A1,Q3A2,Q3A3,Q3A4,Q3B1,Q3B2,Q4,Q4_1A1,Q4_1A2,Q4_1A3,Q4_1A4,Q4_1A5,Q4_1A6,Q4_1A7,Q4_1A8,Q4_1A9,Q4_1A10,Q5_1,Q5_2A1,Q5_2A2,Q5_2A3,Q6_1A1,Q6_1A2,Q6_1A3,Q6_2A1,Q6_2A2,Q6_2A3,Q6_3A1,Q6_3A2,Q6_3A3,Q7,Q8A1,Q8A2,Q8A3,Q9_1A1,Q9_1A2,Q9_1A3,Q9_1A4,Q9_1A5,Q9_1A6,Q9_1A7,Q9_1A8,Q9_1A9,Q9_1A10,Q9_1A11,Q9_1A12,Q9_1A13,Q9_1A14,Q9_1A15,Q9_1A16,Q9_1A17,Q9_1A18,Q9_1A19,Q9_1A20,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1A1,Q10_1A2,Q10_1A3,Q10_1A4,Q10_1A5,Q10_1A6,Q10_1A7,Q10_1A8,Q10_1A9,Q10_1A10,Q10_1A11,Q10_1A12,Q10_1A13,Q10_1A14,Q10_1A15,Q10_1A16,Q10_1A17,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_2_1A1,Q10_2_2A1,Q10_2_3A1,Q10_2_4A1,Q10_2_5A1,Q10_2_6A1,Q10_2_7A1,Q10_2_8A1,Q10_2_9A1,Q10_2_10A1,Q10_2_11A1,Q10_2_12A1,Q10_2_13A1,Q10_2_14A1,Q10_2_15A1,Q10_2_16A1,Q10_2_17A1,MQ10_2_1A1,MQ10_2_2A1,MQ10_2_3A1,MQ10_2_4A1,MQ10_2_5A1,MQ10_2_6A1,MQ10_2_7A1,MQ10_2_8A1,MQ10_2_9A1,MQ10_2_10A1,MQ10_2_11A1,MQ10_2_12A1,MQ10_2_13A1,MQ10_2_14A1,MQ10_2_15A1,MQ10_2_16A1,MQ10_2_17A1,Q10_2_1A2,Q10_2_2A2,Q10_2_3A2,Q10_2_4A2,Q10_2_5A2,Q10_2_6A2,Q10_2_7A2,Q10_2_8A2,Q10_2_9A2,Q10_2_10A2,Q10_2_11A2,Q10_2_12A2,Q10_2_13A2,Q10_2_14A2,Q10_2_15A2,Q10_2_16A2,Q10_2_17A2,MQ10_2_1A2,MQ10_2_2A2,MQ10_2_3A2,MQ10_2_4A2,MQ10_2_5A2,MQ10_2_6A2,MQ10_2_7A2,MQ10_2_8A2,MQ10_2_9A2,MQ10_2_10A2,MQ10_2_11A2,MQ10_2_12A2,MQ10_2_13A2,MQ10_2_14A2,MQ10_2_15A2,MQ10_2_16A2,MQ10_2_17A2,Q10_3A1,MQ10_3A1,CQ10_3A1,Q10_3A2,MQ10_3A2,CQ10_3A2,Q10_4A1,Q10_4A2,Q10_4A3,Q10_4A4,Q10_4A5,Q10_4A6,Q10_4A7,Q10_4A8,Q10_4A9,Q10_4A10,Q10_4A11,Q10_4A12,Q10_4A13,Q10_4A14,Q10_4A15,Q10_4A16,Q10_4A17,Q10_4A18,Q10_4A19,Q10_4A20,Q10_4A21,Q10_4A22,Q10_4A23,Q10_4A24,Q10_4A25,Q10_4A26,Q10_4A27,Q10_4A28,Q10_4A29,Q10_4A30,Q10_5A1,Q10_5A2,Q10_5A3,Q10_5A4,Q10_5A5,Q10_5A6,Q10_5A7,Q10_5A8,Q10_5A9,Q10_5_1,Q10_5_2,Q10_5_3,Q10_5_4,Q10_5_5,Q10_5_6,Q10_5_7,Q10_5_8,Q11A1,Q11A2,Q11A3,Q12_1A1,Q12_1A2,Q12_1A3,Q12_2A1,Q12_2A2,Q12_2A3,Q13,Q14_1T,Q14_1A,Q14_1B,Q14_1C,Q14_2_1,Q14_2_2,Q14_2_3,Q14_2_4,Q14_2_5,Q14_2_6,Q14_2_7,Q14_2_8,Q14_2_9,MQ14_1T,MQ14_1A,MQ14_1B,MQ14_1C,MQ14_2_1,MQ14_2_2,MQ14_2_3,MQ14_2_4,MQ14_2_5,MQ14_2_6,MQ14_2_7,MQ14_2_8,MQ14_2_9,CQ14_1T,CQ14_1A,CQ14_1B,CQ14_1C,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,CQ14_2_8,CQ14_2_9,I_Q14_1T,I_Q14_2_1,I_Q14_2_3,I_Q14_2_4,I_Q14_2_5,I_Q14_2_6,I_Q14_2_7,I_Q14_2_8,I_Q14_2_9,I_MQ14_1T,I_MQ14_2_1,I_MQ14_2_3,I_MQ14_2_4,I_MQ14_2_5,I_MQ14_2_6,I_MQ14_2_7,I_MQ14_2_8,I_MQ14_2_9,I_CQ14_1T,I_CQ14_2_1,I_CQ14_2_3,I_CQ14_2_4,I_CQ14_2_5,I_CQ14_2_6,I_CQ14_2_7,I_CQ14_2_8,I_CQ14_2_9,G_Q14_1T,G_Q14_2_2,G_Q14_2_3,G_Q14_2_4,G_Q14_2_5,G_Q14_2_6,G_Q14_2_7,G_Q14_2_8,G_Q14_2_9,G_MQ14_1T,G_MQ14_2_2,G_MQ14_2_3,G_MQ14_2_4,G_MQ14_2_5,G_MQ14_2_6,G_MQ14_2_7,G_MQ14_2_8,G_MQ14_2_9,G_CQ14_1T,G_CQ14_2_2,G_CQ14_2_3,G_CQ14_2_4,G_CQ14_2_5,G_CQ14_2_6,G_CQ14_2_7,G_CQ14_2_8,G_CQ14_2_9,A_Q14_1T,A_Q14_2_2,A_Q14_2_3,A_Q14_2_4,A_Q14_2_5,A_Q14_2_6,A_Q14_2_7,A_Q14_2_8,A_Q14_2_9,A_MQ14_1T,A_MQ14_2_2,A_MQ14_2_3,A_MQ14_2_4,A_MQ14_2_5,A_MQ14_2_6,A_MQ14_2_7,A_MQ14_2_8,A_MQ14_2_9,A_CQ14_1T,A_CQ14_2_2,A_CQ14_2_3,A_CQ14_2_4,A_CQ14_2_5,A_CQ14_2_6,A_CQ14_2_7,A_CQ14_2_8,A_CQ14_2_9,GA_Q14_2_1T,GA_Q14_2_2,GA_Q14_2_3,GA_Q14_2_4,GA_Q14_2_5,GA_Q14_2_6,GA_Q14_2_7,GA_Q14_2_8,GA_Q14_2_9,GA_MQ14_1T,GA_MQ14_2_2,GA_MQ14_2_3,GA_MQ14_2_4,GA_MQ14_2_5,GA_MQ14_2_6,GA_MQ14_2_7,GA_MQ14_2_8,GA_MQ14_2_9,GA_CQ14_1T,GA_CQ14_2_2,GA_CQ14_2_3,GA_CQ14_2_4,GA_CQ14_2_5,GA_CQ14_2_6,GA_CQ14_2_7,GA_CQ14_2_8,GA_CQ14_2_9,DAY_MQ14_1T,DAY_I_MQ14_1T,DAY_A_MQ14_1T,DAY_GA_MQ14_1T,DAY_CQ14_1T,DAY_I_CQ14_1T,DAY_A_CQ14_1T,DAY_GA_CQ14_1T,Q15_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q16,Q17,Q18A1,Q18A2,Q19,Q20_1,Q20_2A1,Q20_2A2,Q20_2A3,ID,D_MON,D_QUA,D_COU,D_GEN,D_AGE,D_Q5_1,D_Q13,D_Q1,DD_Q1,WT,COUNTRY,CITY,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,Q16_a
15345,15346,2,2.0,,,,,4.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,2.0,3.0,2,5.0,8.0,1.0,3.0,7.0,1,2.0,3.0,5,1,2.0,4.0,1,2.0,3.0,9.0,10.0,,,,,,,,,,,,,,,,2,3.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,4,4.0,4,5,5.0,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,57,,,1,10.0,,2.0,,,2,1214.633,0.0,1214.633,0.0,,968.8,242.2,0.0,0.0,0.0,0.0,3.633,0.0,1214.633,0.0,1214.633,0.0,,968.8,242.2,0.0,0.0,0.0,0.0,3.633,0.0,3,1,3,1,,4.0,4,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.633,968.8,242.2,0.0,0.0,0.0,0.0,3.633,0.0,1214.633,968.8,242.2,0.0,0.0,0.0,0.0,3.633,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.633,968.8,242.2,0.0,0.0,0.0,0.0,3.633,0.0,1214.633,968.8,242.2,0.0,0.0,0.0,0.0,3.633,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,242.9266,,242.9266,,3.0,,3.0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,1.0,2.0,,,5011,9,3,7,2,5,1,2,2,2,0.48827376314998,30,5001,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
15351,15352,1,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,3.0,5.0,1,2.0,6.0,3.0,5.0,6.0,3,5.0,6.0,4,1,3.0,5.0,1,2.0,3.0,6.0,,,,,,,,,,,,,,,,,3,6.0,1.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,4,4.0,4,5,5.0,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,57,,,2,3.0,,14.0,214.0,,2,647.25,517.8,129.45,0.0,,517.8,129.45,0.0,0.0,0.0,0.0,0.0,0.0,647.25,517.8,129.45,0.0,,517.8,129.45,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,,4.0,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.25,517.8,129.45,0.0,0.0,0.0,0.0,0.0,0.0,647.25,517.8,129.45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.25,517.8,129.45,0.0,0.0,0.0,0.0,0.0,0.0,647.25,517.8,129.45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,129.45,,129.45,,2.0,,2.0,,4,5,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,15534.0,1.0,2.0,,,5012,4,2,7,2,2,1,2,1,1,0.63184241918599,30,5001,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
15356,15357,2,2.0,,,,,5.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,5.0,14.0,1,5.0,9.0,2.0,9.0,1.0,1,5.0,3.0,4,2,1.0,5.0,1,2.0,3.0,6.0,,,,,,,,,,,,,,,,,3,1.0,6.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,5,5.0,5,6,6.0,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,,,,,,,,2.0,,3.0,,,,,,57,,,10,2.0,3.0,15.0,,,1,1052.1168,210.2296,841.8872,0.0,363.3,,242.2,121.1,290.64,0.0,0.0,34.8768,0.0,1052.1168,210.2296,841.8872,0.0,363.3,,242.2,121.1,290.64,0.0,0.0,34.8768,0.0,3,1,2,1,3.0,,4,4,4,1,1,3,1,1052.1168,363.3,242.2,121.1,290.64,0.0,0.0,34.8768,0.0,1052.1168,363.3,242.2,121.1,290.64,0.0,0.0,34.8768,0.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.3528,175.3528,,,2.0,2.0,,,4,5,3,4,4,3,3,5,5,2,3,5,5,4,4,4,4,,1.0,1.0,,,5012,9,3,7,1,2,1,1,2,2,0.49673561113868,30,5188,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
15357,15358,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,15.0,2.0,2,10.0,6.0,1.0,3.0,5.0,5,4.0,9.0,5,1,3.0,7.0,1,2.0,3.0,4.0,7.0,11.0,,,,,,,,,,,,,,,2,7.0,11.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,4,4.0,4,5,5.0,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,57,,,2,1.0,4.0,2.0,1.0,166.0,1,1390.25,0.0,1390.25,0.0,335.0,,201.0,100.5,737.0,0.0,0.0,16.75,0.0,1390.25,0.0,1390.25,0.0,335.0,,201.0,100.5,737.0,0.0,0.0,16.75,0.0,3,1,3,1,3.0,,4,4,5,1,1,2,1,1390.25,335.0,201.0,100.5,737.0,0.0,0.0,16.75,0.0,1390.25,335.0,201.0,100.5,737.0,0.0,0.0,16.75,0.0,3.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.05,278.05,,,3.0,3.0,,,5,3,4,3,5,5,5,5,5,5,4,5,5,5,5,4,5,,1.0,1.0,,,5012,10,4,18,2,1,1,1,1,1,0.8108852085805699,66,5732,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
15368,15369,2,2.0,,,,,5.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,1.0,14.0,3,9.0,2.0,1.0,3.0,9.0,1,2.0,3.0,5,2,1.0,4.0,1,2.0,3.0,4.0,6.0,8.0,,,,,,,,,,,,,,,3,1.0,8.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,5,5.0,5,6,6.0,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5.0,,,,,,,,57,,,12,,,2.0,,,1,979.4568,195.6976,783.7592,0.0,339.08,,242.2,72.66,290.64,0.0,0.0,34.8768,0.0,979.4568,195.6976,783.7592,0.0,339.08,,242.2,72.66,290.64,0.0,0.0,34.8768,0.0,2,1,2,1,3.0,,4,3,4,1,1,3,1,979.4568,339.08,242.2,72.66,290.64,0.0,0.0,34.8768,0.0,979.4568,339.08,242.2,72.66,290.64,0.0,0.0,34.8768,0.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.2428,163.2428,,,2.0,2.0,,,5,4,4,4,4,5,5,5,4,3,3,4,5,4,5,4,4,,1.0,2.0,,,5013,9,3,7,2,3,1,1,2,2,0.6248362603933599,30,5001,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
15373,15374,3,2.0,,,,,5.0,1.0,,,,,,2,2.0,,,,,,,,,,1,4.0,15.0,14.0,6,5.0,4.0,,,,8,3.0,5.0,5,1,6.0,2.0,2,3.0,7.0,8.0,14.0,18.0,19.0,,,,,,,,,,,,,,2,3.0,8.0,1.0,,,4.0,,,,,,,,,,,,16.0,,1.0,,3.0,,,,,8.0,3.0,,0.0,,,,,,,,,,,,,,3.0,3.0,,0.0,,,,,,,,,,,,,,3.0,4.0,,1.0,,,,,,,,,,,,,,4.0,4.0,,1.0,,,,,,,,,,,,,,4.0,6,6.0,6,7,7.0,7,1,2.0,3.0,10.0,16.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,5,7.0,,,,,,,,,,,,3.0,,3.0,,1,2.0,57.0,3,2.0,4.0,3.0,4.0,10.0,1,271.11942400000004,0.0,271.11942400000004,0.0,32.973984,,137.3916,27.47832,73.27552,0.0,0.0,0.0,0.0,271.11942400000004,0.0,271.11942400000004,0.0,32.973984,,137.3916,27.47832,73.27552,0.0,0.0,0.0,0.0,1,1,1,1,1.0,,3,2,2,1,1,1,1,271.11942400000004,32.973984,137.3916,27.47832,73.27552,0.0,0.0,0.0,0.0,271.11942400000004,32.973984,137.3916,27.47832,73.27552,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.731346285714295,38.731346285714295,,,1.0,1.0,,,4,4,5,4,4,2,3,4,4,2,2,4,4,4,4,4,4,1025.2,,,,,5014,2,1,7,1,2,1,1,3,2,0.5684797942508,30,5001,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
15380,15381,4,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,3.0,,5,2.0,6.0,1.0,,,6,,,4,1,,,1,2.0,4.0,10.0,11.0,,,,,,,,,,,,,,,,10,4.0,1.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,5,5.0,5,6,6.0,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,,,,,,,,3.0,,2.0,,,,,,57,,,2,1.0,,2.0,1.0,,1,702.38,491.666,210.71400000000003,0.0,242.2,,242.2,121.1,48.44,0.0,0.0,48.44,0.0,702.38,491.666,210.71400000000003,0.0,242.2,,242.2,121.1,48.44,0.0,0.0,48.44,0.0,2,1,1,1,3.0,,4,4,1,1,1,3,1,702.38,242.2,242.2,121.1,48.44,0.0,0.0,48.44,0.0,702.38,242.2,242.2,121.1,48.44,0.0,0.0,48.44,0.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.06333333333299,117.06333333333299,,,2.0,2.0,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,48440.0,1.0,1.0,2.0,,5014,9,3,7,2,4,1,1,4,2,0.51022429951671,30,5001,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
15384,15385,1,2.0,,,,,8.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,5.0,10.0,1,2.0,,4.0,1.0,2.0,3,8.0,,5,1,2.0,,2,3.0,10.0,12.0,,,,,,,,,,,,,,,,,3,10.0,12.0,1.0,,,,,,,,,,,,,,,16.0,,1.0,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,3.0,4,4.0,4,5,5.0,5,3,2.0,1.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4.0,,,,,,57,1.0,2.0,1,3.0,4.0,3.0,9.0,216.0,1,407.517,317.812,89.705,0.0,87.14200000000001,,128.15,89.705,102.52,0.0,0.0,0.0,0.0,407.517,317.812,89.705,0.0,87.14200000000001,,128.15,89.705,102.52,0.0,0.0,0.0,0.0,1,1,1,1,1.0,,3,3,3,1,1,1,1,407.517,87.14200000000001,128.15,89.705,102.52,0.0,0.0,0.0,0.0,407.517,87.14200000000001,128.15,89.705,102.52,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5034,81.5034,,,1.0,1.0,,,5,4,4,4,4,3,4,3,3,2,3,5,4,4,4,4,4,768.9,,,,,5015,2,1,7,1,3,1,1,1,1,0.28560831478694,30,6515,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
15391,15392,2,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,3.0,14.0,2,5.0,6.0,1.0,3.0,6.0,1,2.0,3.0,5,1,3.0,5.0,1,3.0,4.0,5.0,,,,,,,,,,,,,,,,,3,4.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,4,4.0,4,5,5.0,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,57,,,13,,,,,,2,726.6,0.0,726.6,0.0,,726.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.6,0.0,726.6,0.0,,726.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,,4.0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.6,726.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.6,726.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.6,726.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.6,726.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,145.32,,145.32,,2.0,,2.0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,,1.0,2.0,,,5015,9,3,7,1,3,1,2,2,2,0.52371298789473,30,5001,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
15395,15396,1,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,15.0,5.0,1,2.0,3.0,1.0,2.0,5.0,1,2.0,9.0,1,1,3.0,4.0,2,3.0,4.0,6.0,8.0,,,,,,,,,,,,,,,,3,6.0,4.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,8.0,7,7.0,7,8,8.0,8,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,7.0,,,,,,57,,,10,3.0,7.0,214.0,2.0,,1,307.56,0.0,307.56,0.0,89.705,,76.89,64.075,25.63,0.0,51.26,0.0,0.0,307.56,0.0,307.56,0.0,89.705,,76.89,64.075,25.63,0.0,51.26,0.0,0.0,1,1,1,1,1.0,,2,3,1,1,3,1,1,307.56,89.705,76.89,64.075,25.63,0.0,51.26,0.0,0.0,307.56,89.705,76.89,64.075,25.63,0.0,51.26,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.445,38.445,,,1.0,1.0,,,4,5,4,4,5,4,4,4,5,3,4,4,5,5,5,4,5,2050400.0,,,,,5016,2,1,7,1,2,1,1,1,1,0.5684797942508,30,5001,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1
15402,15403,4,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,2.0,1.0,1,5.0,3.0,1.0,2.0,3.0,1,2.0,3.0,5,2,1.0,5.0,2,3.0,4.0,,,,,,,,,,,,,,,,,,3,4.0,2.0,1.0,,,,,,,,,,,,,,,16.0,,1.0,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,5.0,4,4.0,4,5,5.0,5,1,3.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,57,,,1,2.0,3.0,3.0,9.0,10.0,1,1109.276,111.412,997.8639999999999,0.0,242.2,,484.4,242.2,121.1,0.0,0.0,19.375999999999998,0.0,1109.276,111.412,997.8639999999999,0.0,242.2,,484.4,242.2,121.1,0.0,0.0,19.375999999999998,0.0,3,1,2,1,3.0,,4,4,3,1,1,2,1,1109.276,242.2,484.4,242.2,121.1,0.0,0.0,19.375999999999998,0.0,1109.276,242.2,484.4,242.2,121.1,0.0,0.0,19.375999999999998,0.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8552,221.8552,,,3.0,3.0,,,4,4,3,3,4,3,4,4,4,2,4,3,4,4,4,4,4,,1.0,1.0,,,5016,9,3,7,1,4,1,1,4,2,0.30711202089684003,30,5001,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
15539,15540,1,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,1.0,5.0,1,6.0,,1.0,6.0,,2,1.0,6.0,4,1,2.0,5.0,2,3.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,8,3.0,9.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,4,4.0,4,5,5.0,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,57,,,2,1.0,7.0,14.0,214.0,,2,1178.98,0.0,1178.98,0.0,,666.38,128.15,128.15,51.26,128.15,76.89,0.0,0.0,1178.98,0.0,1178.98,0.0,,666.38,128.15,128.15,51.26,128.15,76.89,0.0,0.0,3,1,3,1,,4.0,3,4,2,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.98,666.38,128.15,128.15,51.26,128.15,76.89,0.0,0.0,1178.98,666.38,128.15,128.15,51.26,128.15,76.89,0.0,0.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.98,666.38,128.15,128.15,51.26,128.15,76.89,0.0,0.0,1178.98,666.38,128.15,128.15,51.26,128.15,76.89,0.0,0.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,235.796,,235.796,,3.0,,3.0,,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,8970.5,,,,,5028,2,1,7,1,4,1,2,1,1,0.31434508567926,30,5531,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
